wkt_geom,GRID_ID,Entity Type
"MultiPolygon (((-3.62126194133790236 50.42179532864917491, -3.62262987683065907 50.4202023049472956, -3.62547318051809686 50.42016261613994033, -3.62694873473114932 50.42171594721789063, -3.625580900976479 50.42330902068314913, -3.62273741266681792 50.42334871328767321, -3.62126194133790236 50.42179532864917491)))",AQW-3365,Hex
"MultiPolygon (((-3.54726510375566173 50.37715905814828687, -3.54863424245404291 50.37556690281958538, -3.55147497559931757 50.3755290475452, -3.55294676465070491 50.37708333765267099, -3.55157772648819403 50.37867554568293116, -3.54873679809511655 50.378713409886835, -3.54726510375566173 50.37715905814828687)))",ARN-3380,Hex
"MultiPolygon (((-3.6005192596352793 50.43939625358497381, -3.60188845815884129 50.43780341922840904, -3.60473284766829805 50.43776421994961368, -3.60620824761123737 50.43931783474776864, -3.60483916181019737 50.44091071223574119, -3.60199457509261567 50.44094992412788514, -3.6005192596352793 50.43939625358497381)))",ARB-3360,Hex
"MultiPolygon (((-3.62136939423945314 50.42494173707667926, -3.62273741266681792 50.42334871328767321, -3.625580900976479 50.42330902068314913, -3.62705655691010431 50.42486234805037526, -3.62568861047956847 50.42645544119513801, -3.62284493386689688 50.42649513928004978, -3.62136939423945314 50.42494173707667926)))",AQW-3364,Hex
"MultiPolygon (((-3.51679054286259962 50.49088384111684036, -3.51816396459854097 50.48929201863693095, -3.52101160319627304 50.48925484561581811, -3.52248598799323398 50.49080949675096264, -3.52111264823232561 50.49240137288642671, -3.51826482280387243 50.49243854978675472, -3.51679054286259962 50.49088384111684036)))",ARV-3344,Hex
"MultiPolygon (((-3.55250277501453571 50.40699428496747458, -3.55387266620031372 50.40540201574806645, -3.55671524043764853 50.40536397799048274, -3.55818813375748322 50.40691819227517811, -3.55681835599977259 50.4085105055596685, -3.55397557097070838 50.40854855996085604, -3.55250277501453571 50.40699428496747458)))",ARM-3370,Hex
"MultiPolygon (((-3.59524783135318549 50.40956344776453335, -3.5966162666996655 50.40797073607900103, -3.5994588960707028 50.40793168062437246, -3.60093328522625011 50.40948532751621514, -3.59956494124148696 50.41107809248796201, -3.5967221233685569 50.41111715466829679, -3.59524783135318549 50.40956344776453335)))",ARC-3369,Hex
"MultiPolygon (((-3.61737187871821719 50.43286719889518821, -3.61874027273719268 50.43127421309782221, -3.62158424375186838 50.43123461264304552, -3.62306000843245002 50.43278799537549872, -3.62169169718324158 50.4343810487369737, -3.61884753466260412 50.43442065650282302, -3.61737187871821719 50.43286719889518821)))",AQX-3362,Hex
"MultiPolygon (((-3.60073132210819713 50.44568927183024698, -3.60210069833727919 50.44409643206002869, -3.60494547840654 50.44405721373215812, -3.60642107625107711 50.44561083012425229, -3.60505180746783971 50.44720371921270186, -3.60220683445419798 50.44724294481474658, -3.60073132210819713 50.44568927183024698)))",ARB-3358,Hex
"MultiPolygon (((-3.57366632565888942 50.40198780349848562, -3.57503530588850849 50.4003953248222345, -3.57787750333562826 50.40035680344355029, -3.57935092415206002 50.40191074744634392, -3.57798205516490464 50.40350327273590381, -3.57513965742423556 50.40354180710300369, -3.57366632565888942 50.40198780349848562)))",ARH-3372,Hex
